address,description,phone,price,title
"Palace Road, LONDON","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£375,000 ,Guide price","1 bedroom flat for sale, - "
"Triangle Court, Camberwell Green, London, SE5","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£575,000 ","2 bedroom apartment for sale, - "
"Bennerley Road, London, SW11",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£675,000 ","2 bedroom ground floor flat for sale, - "
"Woodville Road, Richmond","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£675,000 ,Guide price","4 bedroom terraced house for sale, - "
"Edison Building, Canary Wharf E14","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£525,000 ","2 bedroom flat for sale, - "
"Vyner Road, London",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£925,000 ","4 bedroom semi-detached house for sale, - "
"Eastern Avenue, Ilford, IG4","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£479,995 ","3 bedroom terraced house for sale, - "
"North Hill Drive, Romford","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£425,000 ,Guide price","4 bedroom semi-detached house for sale, - "
"Ayrsome Road, London, N16",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£1,200,000 ,Guide price","5 bedroom terraced house for sale, - "
"John Street, Enfield",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£400,000 ,Offers in excess of","3 bedroom end of terrace house for sale, - "
"New Providence Wharf, 1 Fairmont Ave, Blackwall,, London E14","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£685,000 ","2 bedroom flat for sale, - "
"Mildmay Grove South, London, N1","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£450,000 ","1 bedroom flat for sale, - "
"Wendon Street, Bow, London, E3",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£425,000 ","1 bedroom flat for sale, - "
"Ebbsfleet Road, Cricklewood, NW2","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£995,000 ","4 bedroom semi-detached house for sale, - "
"Magnolia Court , Auriol Drive","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£180,000 ,Guide price","1 bedroom apartment for sale, - "
"Penrith Road, Thornton Heath, CR7","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£525,000 ","3 bedroom end of terrace house for sale, - "
"Meredyth Road, Barnes, London, SW13","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£2,350,000 ,Guide price","5 bedroom terraced house for sale, - "
"William Road, London",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£795,000 ,Guide price","2 bedroom flat for sale, - "
"Connaught Avenue, CHINGFORD, London, E4","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£285,000 ,Offers in excess of","1 bedroom flat for sale, - "
"Georgia Road, New Malden, Surrey",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£400,000 ,Offers in excess of","2 bedroom terraced house for sale, - "
"Endsleigh Gardens, Ilford","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£200,000 ,Guide price","1 bedroom apartment for sale, - "
"Marlborough Road, Hampton",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£2,650,000 ","7 bedroom detached house for sale, - "
"Banister House, Homerton High Street, London, E9",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£465,000 ,Guide price","2 bedroom flat for sale, - "
Magnolia Street,"VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£360,000 ","2 bedroom semi-detached house for sale, - "
"Daisy Road, London","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£750,000 ","3 bedroom semi-detached house for sale, - "
"Green Lanes, London, N16","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£530,000 ,Offers in excess of","2 bedroom flat for sale, - "
"Downings House, 21 Southey Road, London, SW19","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£675,000 ,Guide price","3 bedroom flat for sale, - "
"Mitchley Avenue, South Croydon",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£500,000 ,Guide price","3 bedroom semi-detached house for sale, - "
"Martin Way, London","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£399,950 ","2 bedroom house for sale, - "
"Manor Road, Barnet, Hertfordshire",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£1,295,000 ","5 bedroom house for sale, - "
"Streamside Close, Edmonton, N9",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£179,995 ","Studio for sale, - "
"Marsden House, Pegler Square, Kidbrooke Village, London SE3","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£445,000 ","1 bedroom flat for sale, - "
"Manor Road, Leyton, E10","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£410,000 ","2 bedroom ground floor flat for sale, - "
"Discovery Dock East, E14","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£699,995 ","2 bedroom apartment for sale, - "
"Charles Hayward Building, 6 Goldsmiths Row, London, E2","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£595,000 ","1 bedroom flat for sale, - "
"Mashiters Hill, Romford, Essex, RM1","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£475,000 ","3 bedroom semi-detached house for sale, - "
"East Road, Kingston upon Thames KT2","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£599,950 ","2 bedroom end of terrace house for sale, - "
"Turnside House 1 Acadamy House, Thunderer Street, London, E13",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£488,000 ","2 bedroom apartment for sale, - "
"Galesbury Road, London SW18",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£1,275,000 ","4 bedroom terraced house for sale, - "
"Uxbridge Road, Hampton Hill",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£350,000 ","2 bedroom apartment for sale, - "
"Park Lane, South Harrow, HA2 8NW","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£500,000 ","3 bedroom semi-detached house for sale, - "
"Thorpe Hall Mansions, Eaton Rise, London, W5","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£600,000 ,Offers in excess of","3 bedroom flat for sale, - "
"Totteridge Lane, Totteridge, London","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£475,000 ,Guide price","3 bedroom apartment for sale, - "
"Milton Avenue, Barnet, Hertfordshire",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£750,000 ,Guide price","4 bedroom house for sale, - "
"Islington High Street, Angel, N1","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£650,000 ","1 bedroom flat for sale, - "
"Bramhope Lane, Charlton, SE7","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£320,000 ","2 bedroom apartment for sale, - "
"Headley Approach, Gants Hill, IG2","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£765,000 ,Offers in region of","4 bedroom semi-detached house for sale, - "
"Signia Court, Wembley Hill Road, Wembley, Middlesex, HA9 8BE","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£575,000 ,From","3 bedroom flat for sale, - "
"Chilton Road, Edgware",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£550,000 ,Guide price","3 bedroom terraced house for sale, - "
"Gell Close, Uxbridge","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£360,000 ","2 bedroom semi-detached house for sale, - "
"Chantry Street, Islington, London, N1",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£1,600,000 ,Guide price","2 bedroom terraced house for sale, - "
"Leverson Street, London, SW16","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£355,000 ","2 bedroom ground floor flat for sale, - "
"Eltham Road, Eltham SE9",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£550,000 ,Guide price","3 bedroom semi-detached house for sale, - "
"Chasewood Park, Sudbury Hill, Harrow-On-The-Hill, HA1 3YT","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£1,200,000 ","3 bedroom flat for sale, - "
"Wellington Way, London E3","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£315,000 ,Offers in excess of","1 bedroom flat for sale, - "
"Shoreditch High Street, Shoreditch, London, E1","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£1,450,000 ","2 bedroom penthouse for sale, - "
"Oaks Avenue, Romford","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£385,000 ","3 bedroom semi-detached house for sale, - "
"Baltimore Tower, E14","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£635,000 ,Guide price","1 bedroom apartment for sale, - "
"Elers Road, Ealing, London, W13","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£1,780,000 ,Guide price","5 bedroom semi-detached house for sale, - "
"Somerset Avenue, Chessington, Surrey. KT9 1PW","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£515,000 ","3 bedroom semi-detached house for sale, - "
"Hammers Lane, Mill Hill, London","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£1,425,000 ,Guide price","3 bedroom apartment for sale, - "
Maidstone Road,HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£485,000 ,Offers in excess of","3 bedroom flat for sale, - "
"Cloudesley Road, Islington, London, N1",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£599,950 ,Guide price","1 bedroom flat for sale, - "
"Conway House, Telford Avenue, London, SW2","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£330,000 ","1 bedroom apartment for sale, - "
"Stanstead Road, Forest Hill",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£450,000 ","2 bedroom apartment for sale, - "
"Harlesden Road, Willesden",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£670,000 ","6 bedroom terraced house for sale, - "
"Games Road, Cockfosters, Hertfordshire",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£2,250,000 ","6 bedroom detached house for sale, - "
"Denver Road, London","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£450,000 ,Guide price","1 bedroom apartment for sale, - "
Cranbrook Road SE8,"VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£799,950 ","3 bedroom terraced house for sale, - "
"North Street, London, SW4","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£850,000 ,Guide price","2 bedroom flat for sale, - "
"EALING ROAD, WEMBLEY, MIDDLESEX, HA0 4LW","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£91,250 ,Shared ownership","2 bedroom flat for sale, - "
"Frankswood Avenue, Petts Wood","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£630,000 ","3 bedroom semi-detached house for sale, - "
Court Downs Road Beckenham BR3,"A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£700,000 ,Offers in excess of","3 bedroom flat for sale, - "
"York Square, London, E14","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£925,000 ","4 bedroom house for sale, - "
"Campion Close, Romford","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£220,000 ,Guide price","2 bedroom apartment for sale, - "
"Campbell Gordon Way, London","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£365,000 ","2 bedroom flat for sale, - "
"Noel Road, Islington, London, N1",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£900,000 ,Offers in excess of","2 bedroom flat for sale, - "
"Deacon Road, London",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£425,000 ,Guide price","2 bedroom flat for sale, - "
"Ambrose Street, Bermondsey, SE16 3NY",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£449,950 ","3 bedroom apartment for sale, - "
"Mornington Road, Leytonstone, E11",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£350,000 ,Guide price","1 bedroom flat for sale, - "
"COSGROVE HOUSE, HATTON ROAD, WEMBLEY, MIDDLESEX, HA0 1RQ","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£324,950 ","1 bedroom flat for sale, - "
"Grayling Road, London","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£1,300,000 ,Guide price","3 bedroom terraced house for sale, - "
"Skiers Street, Stratford, E15","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£575,000 ,Guide price","3 bedroom house for sale, - "
"Cann Hall Road, London, E11","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£650,000 ","4 bedroom terraced house for sale, - "
Tyson Road SE23,"VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£650,000 ,Guide price","4 bedroom terraced house for sale, - "
"Riggindale Road, London, SW16","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£650,000 ","2 bedroom apartment for sale, - "
"Beauchamp Road, Sutton",One of three houses on the Bickley Park Estate designed and built by renowned architect Ernest Newton and local builder Francis Duthoit. Completed in 1904 ‘Crosshand House’ is one of Bickley’s most iconic houses and an example of Newton’s shift in styles from Arts and Craft’s to Neo Georgian.,01895 647439,"£400,000 ","3 bedroom terraced house for sale, - "
"Woolstone Road, London, SE23","Luxury second floor apartment in the recently-built Lexington development, which is situated on the corner of Finchley Road and Llanvanor Road within 5 minutes of the amenities of Golders Green and within walking distance of Hampstead Heath. This stunning second floor apartment of some 996 square...",020 8022 7080,"£525,000 ","2 bedroom flat for sale, - "
"Mortimer Road, De Beauvoir, London, N1",South Quay Plaza is a development truly unique to the Canary Wharf area. Located just a few moments from the heart of London's financial ...,020 8022 6250,"£775,000 ,Guide price","2 bedroom flat for sale, - "
"Bolingbroke Grove, London, SW11","*No Stamp Duty for First Time Buyers*

Guide Price £250,000 - £260,000
Unveiled to the SE18 market is this beautifully presented ground floor two bedroom flat situated within one of South East London’s most up and coming areas. Energy Efficiency Rating C",020 8022 6977,"£625,000 ,Guide price","2 bedroom flat for sale, - "
"Kilburn Lane, W10","An attractive four bedroom townhouse with off street parking and its own private garden on this beautiful Holland Park road.  This freehold home is presented over three floors in excellent condition throughout featuring a large eat in kitchen, reception room ,and WC on the ground floor. The first...",020 8115 3151,"£540,000 ","2 bedroom flat for sale, - "
"Collins Building, Wilkinson Close, London","A 3 bedroom mews house in the heart of South Kensington, SW7  Laid out over three floors this pretty mews house has been refurbished to a high standard throughout. There is ample reception and entertainment space on the ground and lower ground floor levels while the bedroom accommodation is over...",020 8033 5521,"£475,000 ","2 bedroom flat for sale, - "
"East Point, Avondale Square, London, SE1","Double fronted and detached 5 bedroom house for sale in St Margarets  This elegantly appointed 5 bedroom family home is situated in one of St Margarets most sought after locations.   The 2,421 sq ft accommodation has been arranged over three floors, and has undergone extensive refurbishment to...",020 8022 6771,"£235,000 ","1 bedroom flat for sale, - "
"Parliament Hill Mansions, Lissenden Gardens, NW5",HURRY! LAST CHANCE TO BUY.  Are you looking for an impressive family home with beautiful views of green open spaces and plenty of indoor and outdoor space? The Gainsborough could be the perfect choice. Downstairs you’ll find a large open-plan kitchen area with a breakfast bar and additional space...,020 8128 9315,"£999,950 ","4 bedroom apartment for sale, - "
"Highgate Road, Dartmouth Park, London NW5","*WE'RE OPEN!* An exclusive one bedroom apartment boasting the best in modern luxury specification, the apartment comes with a fully-fitted kitchen with integrated Miele and Bosch appliances and granite worktops. It comes with USB charging points throughout and outside space in the form of a...",020 8022 6771,"£635,000 ","2 bedroom flat for sale, - "
"Woodyates Road, Lee","A stunning family home in prime Barnes Village location.  A beautifully presented period house measuring near 2100 sq ft and situated on one of Barnes' prime roads, a short walk from the village. This five bedroom semi detached house has been architecturally designed and extended to the rear to...",020 3544 7963,"£600,000 ,Offers in excess of","3 bedroom terraced house for sale, - "
"Anton Street, Hackney, E8","STAMP DUTY EXEMPT - A selection of 14 contemporary apartments 1, 2 and 3 bedroom apartments located in the heart of Eltham and just yards from Mottingham mainline station.",020 8022 6604,"£675,000 ","2 bedroom flat for sale, - "
"Shipman Road, London","VIRTUAL VIEWING AVAILABLE

Extremely spacious, three bedroom, Victorian family home arranged over three floors and welcomed to the market in beautiful order throughout.


Energy Efficiency Rating D.",020 8033 2371,"£525,000 ","3 bedroom flat for sale, - "
"Percival Road, Enfield, EN1",*COMING SOON*A stylish and contemporary 1 bedroom apartment spread across approximately 612 sq ft of open-plan living space with lovely East facing views of the Walthamstow Wetlands and the City of London.,020 8115 0381,"£400,000 ","2 bedroom terraced house for sale, - "
"Fairlawn Grove, Banstead",A stunning and completely restored two-bedroom period cottage found in the heart of the ever sought-after Royal Greenwich Village.,020 8115 8756,"£525,000 ","3 bedroom semi-detached house for sale, - "
"Lankaster Gardens, London, N2 9FF","1 bedroom maisonette apartment for sale

Owing to our commitment to keep both our colleagues and clients safe during this period of recommended isolation, we have many self-serve viewing options available to you. These include video walkthroughs, 360 virtual reality viewings and enhanced co...",020 8115 1011,"£379,000 ","2 bedroom flat for sale, - "
